Model,Params,FLOPs,Infer_ms,Train_ms,Memory_MB,TotalTrainTimeSec,FinalTrainAcc,FinalTestAcc
ResNet18,11181642,1824805898,2.2319483757019043,7.227046489715576,214.671875,1904.2534120082855,99.562,95.32
