Model,Params,FLOPs,Infer_ms,Train_ms,Memory_MB,TotalTrainTimeSec,FinalTrainAcc,FinalTestAcc
OrientedResNet18,9789002,6655346634,54.666361808776855,114.45397853851318,290.07421875,10333.889184713364,97.882,86.75
