Model,Params,FLOPs,Infer_ms,Train_ms,Memory_MB,TotalTrainTimeSec,FinalTrainAcc,FinalTestAcc
EfficientNetB0,4020358,125997568,8.088479042053223,26.770236492156982,100.27099609375,684.9007573127747,99.268,95.78
